Traditional	Simplified	Pinyin
終止	终止	zhōngzhǐ
野外	野外	yěwài
軟硬體	软硬体	ruǎnyìngtǐ
到來	到来	dàolái
規矩	规矩	guījǔ
俗稱	俗称	súchēng
況且	况且	kuàngqiě
風俗	风俗	fēngsú
到來	到来	dàolái
死者	死者	sǐzhě
村子	村子	cūnzi5
討好	讨好	tǎohǎo
難忘	难忘	nánwàng
警分局	警分局	jǐngfēnjú
藝文	艺文	yìwén
盼	盼	pàn
解說	解说	jiěshuō
藉口	藉口	jièkǒu
發燒	发烧	fāshāo
堂	堂	táng
狹窄	狭窄	xiázhǎi
通行	通行	tōngxíng
國代	国代	guódài
通行	通行	tōngxíng
殺害	杀害	shāhài
保母	保母	bǎomǔ
林立	林立	línlì
科長	科长	kēzhǎng
孫子	孙子	sūnzi5
籌碼	筹码	chóumǎ
放鬆	放松	fàngsōng
收購	收购	shōugòu
地下室	地下室	dìxiàshì
竹東	竹东	zhúdōng
佔地	佔地	zhàndì
抗體	抗体	kàngtǐ
砍	砍	kǎn
向量	向量	xiàngliàng
容許	容许	róngxǔ
存有	存有	cúnyǒu
免	免	miǎn
放鬆	放松	fàngsōng
軍方	军方	jūnfāng
面子	面子	miànzi5
視聽	视听	shìtīng
收購	收购	shōugòu
切	切	qiē
顯示器	显示器	xiǎnshìqì
邁進	迈进	màijìn
聽起來	听起来	tīngqǐlái
平凡	平凡	píngfán
口袋	口袋	kǒudài
分區	分区	fēnqū
大隊	大队	dàduì
功	功	gōng
心事	心事	xīnshì
意象	意象	yìxiàng
一般	一般	yībān
華麗	华丽	huálì
下山	下山	xiàshān
預備	预备	yūbèi
華麗	华丽	huálì
猶豫	犹豫	yóuyū
不見了	不见了	bújiànle5
殖民	殖民	zhímín
德	德	dé
對付	对付	duìfù
獎學金	奖学金	jiǎngxuéjīn
蔣介石	蒋介石	jiǎngjièshí
對照	对照	duìzhào
輝煌	辉煌	huīhuáng
慘	惨	cǎn
擅長	擅长	shàncháng
黑暗	黑暗	hēiàn
觀望	观望	guānwàng
媳婦	媳妇	xífù
露天	露天	lùtiān
觀摩	观摩	guānmó
韓	韩	hán
招收	招收	zhāoshōu
最愛	最爱	zuìài
移	移	yí
顯	显	xiǎn
描繪	描绘	miáohuì
當兵	当兵	dāngbīng
書面	书面	shūmiàn
商家	商家	shāngjiā
偏	偏	piān
彗星	彗星	huìxīng
添	添	tiān
盼望	盼望	pànwàng
描繪	描绘	miáohuì
盆地	盆地	péndì
無知	无知	wúzhī
招收	招收	zhāoshōu
冒險	冒险	màoxiǎn
乘客	乘客	chéngkè
制服	制服	zhìfú
行人	行人	xíngrén
任職	任职	rènzhí
光纖	光纤	guāngxiān
攻	攻	gōng
住處	住处	zhùchù
行李	行李	xínglǐ
攻勢	攻势	gōngshì
妨害	妨害	fánghài
恰當	恰当	qiàdàng
製成	制成	zhìchéng
轎車	轿车	jiàochē
驗證	验证	yànzhèng
觀摩	观摩	guānmó
市鎮	市镇	shìzhèn
心思	心思	xīnsī
心意	心意	xīnyì
少見	少见	shǎojiàn
無知	无知	wúzhī
化為	化为	huàwéi
趕到	赶到	gǎndào
廠牌	厂牌	chǎngpái
線索	线索	xiànsuǒ
嘉義	嘉义	jiāyì
道歉	道歉	dàoqiàn
經典	经典	jīngdiǎn
子弟	子弟	zǐdì
對面	对面	duìmiàn
脾氣	脾气	píqì
想像力	想像力	xiǎngxiànglì
補習	补习	bǔxí
運氣	运气	yùnqì
道歉	道歉	dàoqiàn
對比	对比	duìbǐ
數據機	数据机	shùjùjī
影展	影展	yǐngzhǎn
窗口	窗口	chuāngkǒu
一般來說	一般来说	yībānláishuō
山脈	山脉	shānmài
民主化	民主化	mínzhǔhuà
千萬	千万	qiānwàn
打架	打架	dǎjià
土著	土著	tǔzhù
充裕	充裕	chōngyū
靈感	灵感	línggǎn
鮮明	鲜明	xiānmíng
正當	正当	zhèngdāng
局勢	局势	júshì
細膩	细腻	xìnì
連帶	连带	liándài
務實	务实	wùshí
國畫	国画	guóhuà
推測	推测	tuīcè
欲望	欲望	yūwàng
頒發	颁发	bānfā
逐年	逐年	zhúnián
雨水	雨水	yǔshuǐ
配備	配备	pèibèi
亞太	亚太	yǎtài
奠定	奠定	diàndìng
大王	大王	dàiwáng
開展	开展	kāizhǎn
頒發	颁发	bānfā
細膩	细腻	xìnì
保健	保健	bǎojiàn
忽	忽	hū
存款	存款	cúnkuǎn
走向	走向	zǒuxiàng
妙	妙	miào
吾	吾	wú
垃圾場	垃圾场	lèsèchǎng
重重	重重	chóngchóng
亮麗	亮丽	liànglì
海關	海关	hǎiguān
美景	美景	měijǐng
果真	果真	guǒzhēn
首要	首要	shǒuyào
音樂廳	音乐厅	yīnyuètīng
苗栗	苗栗	miáolì
欺騙	欺骗	qīpiàn
幸好	幸好	xìnghǎo
辦桌	办桌	bànzhuō
欺騙	欺骗	qīpiàn
澳門	澳门	àomén
推測	推测	tuīcè
震盪	震荡	zhèndàng
暴露	暴露	pùlù
熱帶	热带	rèdài
戰事	战事	zhànshì
製	制	zhì
緣	缘	yuán
夕陽	夕阳	xìyáng
人道	人道	réndào
下課	下课	xiàkè
民主化	民主化	mínzhǔhuà
心胸	心胸	xīnxiōng
尺	尺	chǐ
諮商	谘商	zīshāng
想不到	想不到	xiǎngbúdào
感官	感官	gǎnguān
號召	号召	hàozhào
開展	开展	kāizhǎn
諮商	谘商	zīshāng
週年	週年	zhōunián
緣故	缘故	yuángù
道家	道家	dàojiā
震盪	震荡	zhèndàng
號稱	号称	hàochēng
睡著	睡着	shuìzháo
增長	增长	zēngzhǎng
報案	报案	bàoàn
黑白	黑白	hēibái
號召	号召	hàozhào
充足	充足	chōngzú
疼痛	疼痛	téngtòng
簡稱	简称	jiǎnchēng
髒	脏	zāng
簽署	签署	qiānshǔ
簽證	签证	qiānzhèng
體操	体操	tǐcāo
搬	搬	bān
真誠	真诚	zhēnchéng
衰退	衰退	shuāituì
陳情	陈情	chénqíng
高職	高职	gāozhí
絕	绝	jué
鄉民	乡民	xiāngmín
新埔	新埔	xīnbǔ
無力	无力	wúlì
媒介	媒介	méijiè
鄭	郑	zhèng
貴	贵	guì
計有	计有	jìyǒu
無從	无从	wúcóng
園地	园地	yuándì
燦爛	灿烂	cànlàn
墨西哥	墨西哥	mòxīgē
課本	课本	kèběn
抗日	抗日	kàngrì
領土	领土	lǐngtǔ
尷尬	尴尬	gāngà
齊全	齐全	qíquán
榮獲	荣获	rónghuò
學界	学界	xuéjiè
運	运	yùn
定案	定案	dìngàn
地域	地域	dìyū
外部	外部	wàibù
門診	门诊	ménzhěn
存取	存取	cúnqǔ
宜蘭縣	宜兰县	yílánxiàn
列車	列车	lièchē
多樣	多样	duōyàng
抗日	抗日	kàngrì
存取	存取	cúnqǔ
來訪	来访	láifǎng
成份	成份	chéngfèn
衰退	衰退	shuāituì
來訪	来访	láifǎng
連上	连上	liánshàng
計較	计较	jìjiào
金瓜石	金瓜石	jīnguāshí
門診	门诊	ménzhěn
後遺症	后遗症	hòuyízhèng
玫瑰	玫瑰	méiguī
科學園區	科学园区	kēxuéyuánqū
負荷	负荷	fùhè
包裝	包装	bāozhuāng
派出所	派出所	pàichūsuǒ
抬	抬	tái
流氓	流氓	liúmáng
尷尬	尴尬	gāngà
言語	言语	yányǔ
升值	升值	shēngzhí
四川	四川	sìchuān
不及	不及	bùjí
加油	加油	jiāyóu
外型	外型	wàixíng
大氣	大气	dàqì
應該	应该	yīnggāi
聆聽	聆听	língtīng
猛	猛	měng
素材	素材	sùcái
深思	深思	shēnsī
脖子	脖子	bózi5
書包	书包	shūbāo
捧	捧	pěng
理所當然	理所当然	lǐsuǒdāngrán
劃分	划分	huàfēn
通	通	tōng
國際性	国际性	guójìxìng
規律	规律	guīlù
速率	速率	sùlù
省籍	省籍	shěngjí
稀飯	稀饭	xīfàn
阿里山	阿里山	ālǐshān
發音	发音	fāyīn
極度	极度	jídù
劃分	划分	huàfēn
照明	照明	zhàomíng
開放式	开放式	kāifàngshì
禁忌	禁忌	jìnjì
場景	场景	chángyǐng
照明	照明	zhàomíng
光碟機	光碟机	guāngdiéjī
吸引力	吸引力	xīyǐnlì
光芒	光芒	guāngmáng
批判	批判	pīpàn
光明	光明	guāngmíng
行走	行走	xíngzǒu
低廉	低廉	dīlián
改成	改成	gǎichéng
冷氣	冷气	lěngqì
冰箱	冰箱	bīngxiāng
兼具	兼具	jiānjù
多餘	多余	duōyū
致詞	致词	zhìcí
多多	多多	duōduō
自私	自私	zìsī
親近	亲近	qīnjìn
保證	保证	bǎozhèng
洽詢	洽询	qiàxún
保	保	bǎo
附	附	fù
致詞	致词	zhìcí
辦事處	办事处	bànshìchù
封面	封面	fēngmiàn
自稱	自称	zìchēng
小子	小子	xiǎozi5
鑑於	鉴于	jiànyū
瞪	瞪	dèng
驅動	驱动	qūdòng
叢林	丛林	cónglín
顯示出	显示出	xiǎnshìchū
卅	卅	sà
方針	方针	fāngzhēn
考古學	考古学	kǎogǔxué
上游	上游	shàngyóu
蟑螂	蟑螂	zhāngláng
戶籍	户籍	hùjí
公家	公家	gōngjiā
廢紙	废纸	fèizhǐ
精華	精华	jīnghuá
獲利	获利	huòlì
嗩吶	唢呐	suǒnà
增多	增多	zēngduō
醒	醒	xǐng
增多	增多	zēngduō
自私	自私	zìsī
說明會	说明会	shuōmínghuì
蓮花	莲花	liánhuā
下游	下游	xiàyóu
劇情	剧情	jùqíng
回檔	回档	huídǎng
匹	匹	pī
一連	一连	yīlián
召集	召集	zhàojí
正視	正视	zhèngshì
擦	擦	cā
廢除	废除	fèichú
蔣公	蒋公	jiǎnggōng
環保署	环保署	huánbǎoshǔ
實體	实体	shítǐ
寫實	写实	xiěshí
搖頭	摇头	yáotóu
婆婆	婆婆	pópó
介詞	介词	jiècí
牛肉	牛肉	nióuròu
父子	父子	fùzǐ
片子	片子	piànzi5
充電	充电	chōngdiàn
士兵	士兵	shìbīng
旗下	旗下	qíxià
本能	本能	běnnéng
學人	学人	xuérén
譜	谱	pǔ
賣給	卖给	màigěi
戰略	战略	zhànluè
選票	选票	xuǎnpiào
政經	政经	zhèngjīng
副院長	副院长	fùyuànzhǎng
國產	国产	guóchǎn
曲目	曲目	qǔmù
就此	就此	jiùcǐ
強度	强度	qiángdù
掩埋場	掩埋场	yǎnmáichǎng
政務	政务	zhèngwù
風情	风情	fēngqíng
前後	前后	qiánhòu
坐下來	坐下来	zuòxiàlái
奇妙	奇妙	qímiào
居多	居多	jūduō
有線電視	有线电视	yǒuxiàndiànshì
絕種	绝种	juézhǒng
留給	留给	liúgěi
男朋友	男朋友	nánpéngyǒu
違背	违背	wéibèi
開課	开课	kāikè
陽台	阳台	yángtái
嫌犯	嫌犯	xiánfàn
處分	处分	chǔfèn
刺	刺	cì
把握	把握	bǎwò
朱	朱	zhū
吃虧	吃亏	chīkuī
進軍	进军	jìnjūn
盲目	盲目	mángmù
長輩	长辈	zhǎngbèi
病房	病房	bìngfáng
社交	社交	shèjiāo
破產	破产	pòchǎn
採行	采行	cǎixíng
起	起	qǐ
莫	莫	mò
船隻	船只	chuánzhī
都會區	都会区	dūhuìqū
習俗	习俗	xísú
音量	音量	yīnliàng
自	自	zì
破產	破产	pòchǎn
托兒所	托儿所	tuōérsuǒ
台獨	台独	táidú
發育	发育	fāyū
足球	足球	zúqiú
目睹	目睹	mùdǔ
名牌	名牌	míngpái
沙烏地阿拉伯	沙乌地阿拉伯	shāwūdìālābó
店面	店面	diànmiàn
沙	沙	shā
哼	哼	hēng
界限	界限	jièxiàn
枝	枝	zhī
紅樹林	红树林	hóngshùlín
後人	后人	hòurén
容積率	容积率	róngjīlù
招	招	zhāo
何不	何不	hébù
一口氣	一口气	yīkǒuqì
共同體	共同体	gòngtóngtǐ
錶	表	biǎo
漫長	漫长	màncháng
精英	精英	jīngyīng
暫停	暂停	zhàntíng
整頓	整顿	zhěngdùn
暗示	暗示	ànshì
外公	外公	wàigōng
提議	提议	tíyì
露	露	lù
鎮長	镇长	zhènzhǎng
警察局	警察局	jǐngchájú
騎士	骑士	qíshì
聯軍	联军	liánjūn
繼承	继承	jìchéng
雙向	双向	shuāngxiàng
日軍	日军	rìjūn
報酬	报酬	bàochóu
發育	发育	fāyū
程	程	chéng
新任	新任	xīnrèn
開花	开花	kāihuā
慈悲	慈悲	cíbēi
飼養	饲养	sìyǎng
棲息	栖息	qīxí
試試	试试	shìshì
詮釋	诠释	quánshì
絕大多數	绝大多数	juédàduōshù
報到	报到	bàodào
損失	损失	sǔnshī
極端	极端	jíduān
愛護	爱护	àihù
微	微	wéi
腦海	脑海	nǎohǎi
琴	琴	qín
飼養	饲养	sìyǎng
動向	动向	dòngxiàng
精美	精美	jīngměi
班長	班长	bānzhǎng
創立	创立	chuànglì
微笑	微笑	wéixiào
腦筋	脑筋	nǎojīn
雷達	雷达	léidá
墨	墨	mò
整修	整修	zhěngxiū
踩	踩	cǎi
實在	实在	shízài
精美	精美	jīngměi
發現	发现	fāxiàn
整修	整修	zhěngxiū
報表	报表	bàobiǎo
諷刺	讽刺	fèngcì
中毒	中毒	zhòngdú
下跌	下跌	xiàdié
切除	切除	qiēchú
片段	片段	piànduàn
平方公尺	平方公尺	píngfānggōngchǐ
公約	公约	gōngyuē
火災	火灾	huǒzāi
不好意思	不好意思	bùhǎoyìsī
趨向	趋向	qūxiàng
櫻花	樱花	yīnghuā
諷刺	讽刺	fèngcì
備受	备受	bèishòu
來往	来往	láiwǎng
法	法	fà
災害	灾害	zāihài
何以	何以	héyǐ
奇特	奇特	qítè
沙國	沙国	shāguó
待	待	dāi
抱	抱	bào
俄羅斯	俄罗斯	èluósī
當中	当中	dāngzhōng
性情	性情	xìngqíng
注意力	注意力	zhùyìlì
備受	备受	bèishòu
做完	做完	zuòwán
基準	基准	jīzhǔn
規程	规程	guīchéng
傘	伞	sǎn
打敗	打败	dǎbài
資訊業	资讯业	zīxùnyè
創立	创立	chuànglì
微笑	微笑	wéixiào
買賣	买卖	mǎimài
意念	意念	yìniàn
穿過	穿过	chuānguò
趨向	趋向	qūxiàng
精密	精密	jīngmì
廣義	广义	guǎngyì
著急	着急	zhāojí
收回	收回	shōuhuí
補償	补偿	bǔcháng
欺負	欺负	qīfù
跌破	跌破	diépò
區隔	区隔	qūgé
揭開	揭开	jiēkāi
選用	选用	xuǎnyòng
盛	盛	shèng
得很	得很	de5hěn
株	株	zhū
被單	被单	bèidān
財經	财经	cáijīng
患	患	huàn
婚紗	婚纱	hūnshā
教官	教官	jiàoguān
感冒	感冒	gǎnmào
干涉	干涉	gānshè
關閉	关闭	guānbì
聯隊	联队	liánduì
有一點	有一点	yǒuyìdiǎn
不符	不符	bùfú
小鳥	小鸟	xiǎoniǎo
世代	世代	shìdài
調適	调适	tiáoshì
化妝	化妆	huàzhuāng
融入	融入	róngrù
本事	本事	běnshì
龍山寺	龙山寺	lóngshānsì
調適	调适	tiáoshì
摧毀	摧毁	cuīhuǐ
對岸	对岸	duìàn
濃度	浓度	nóngdù
選用	选用	xuǎnyòng
稀有	稀有	xīyǒu
充斥	充斥	chōngchì
戒	戒	jiè
性行為	性行为	xìngxíngwéi
界定	界定	jièdìng
毒	毒	dú
抵抗	抵抗	dǐkàng
前任	前任	qiánrèn
各行各業	各行各业	gèhánggèyè
良性	良性	liángxìng
伴隨	伴随	bànsuí
抵抗	抵抗	dǐkàng
依靠	依靠	yīkào
來不及	来不及	láibùjí
州	州	zhōu
依靠	依靠	yīkào
異性	异性	yìxìng
官僚	官僚	guānliáo
猴子	猴子	hóuzi5
再說	再说	zàishuō
伴隨	伴随	bànsuí
收回	收回	shōuhuí
肩膀	肩膀	jiānbǎng
疏忽	疏忽	shūhū
白雲	白云	báiyún
契機	契机	qìjī
通俗	通俗	tōngsú
高潮	高潮	gāocháo
桃園縣	桃园县	táoyuánxiàn
連戰	连战	liánzhàn
清理	清理	qīnglǐ
疏忽	疏忽	shūhū
動用	动用	dòngyòng
表現出來	表现出来	biǎoxiànchūlái
區隔	区隔	qūgé
海豚	海豚	hǎitún
抵	抵	dǐ
迫切	迫切	pòqiè
金屬	金属	jīnshǔ
恭喜	恭喜	gōngxǐ
書寫	书写	shūxiě
脂肪	脂肪	zhīfáng
書寫	书写	shūxiě
捐贈	捐赠	juānzèng
展望	展望	zhǎnwàng
處罰	处罚	chǔfá
接觸到	接触到	jiēchùdào
捐贈	捐赠	juānzèng
眼見	眼见	yǎnjiàn
捨不得	舍不得	shěbùdé
帳	帐	zhàng
記載	记载	jìzài
栽培	栽培	zāipéi
野心	野心	yěxīn
書畫	书画	shūhuà
炎熱	炎热	yánrè
併購	并购	bìnggòu
除	除	chú
專利權	专利权	zhuānlìquán
迎	迎	yíng
陪同	陪同	péitóng
改選	改选	gǎixuǎn
老舊	老旧	lǎojiù
老子	老子	lǎozǐ
身影	身影	shēnyǐng
改選	改选	gǎixuǎn
海灘	海滩	hǎitān
便民	便民	biànmín
所幸	所幸	suǒxìng
空白	空白	kòngbái
展望	展望	zhǎnwàng
知名度	知名度	zhīmíngdù
師院	师院	shīyuàn
成大	成大	chéngdà
爆炸	爆炸	bàozhà
落地	落地	luòdì
童話	童话	tónghuà
跨國	跨国	kuàguó
陪同	陪同	péitóng
乃至	乃至	nǎizhì
火山	火山	huǒshān
乃至	乃至	nǎizhì
付款	付款	fùkuǎn
工業化	工业化	gōngyèhuà
麻雀	麻雀	máquè
大麻	大麻	dàmá
路	路	lù
比重	比重	bǐzhòng
爆炸	爆炸	bàozhà
護士	护士	hùshì
蹺家	跷家	qiàojiā
艱苦	艰苦	jiānkǔ
艱難	艰难	jiānnán
蟋蟀	蟋蟀	xīshuài
艱難	艰难	jiānnán
艱苦	艰苦	jiānkǔ
栽培	栽培	zāipéi
士氣	士气	shìqì
雕像	雕像	diāoxiàng
平地	平地	píngdì
備	备	bèi
祖國	祖国	zǔguó
寸	寸	cùn
大選	大选	dàxuǎn
遵循	遵循	zūnxún
集	集	jí
零售	零售	língshòu
港口	港口	gǎngkǒu
壓制	压制	yāzhì
療法	疗法	liáofǎ
獲勝	获胜	huòshèng
新建	新建	xīnjiàn
壓制	压制	yāzhì
農地	农地	nóngdì
遷	迁	qiān
感性	感性	gǎnxìng
黑人	黑人	hēirén
落在	落在	luòzài
靜坐	静坐	jìngzuò
總會	总会	zǒnghuì
請假	请假	qǐngjià
美化	美化	měihuà
香	香	xiāng
急速	急速	jísù
建國	建国	jiànguó
約定	约定	yuēdìng
生機	生机	shēngjī
查證	查证	cházhèng
荒謬	荒谬	huāngmiù
約定	约定	yuēdìng
家園	家园	jiāyuán
前景	前景	qiánjǐng
查證	查证	cházhèng
建國	建国	jiànguó
夜市	夜市	yèshì
卓越	卓越	zhuóyuè
呎	呎	chǐ
制裁	制裁	zhìcái
更改	更改	gēnggǎi
換上	换上	huànshàng
烏托邦	乌托邦	wūtuōbāng
罷工	罢工	bàgōng
瓦解	瓦解	wǎjiě
應變	应变	yìngbiàn
影印	影印	yǐngyìn
窮人	穷人	qióngrén
寫出	写出	xiěchū
電機	电机	diànjī
應變	应变	yìngbiàn
劇烈	剧烈	jùliè
駱駝	骆驼	luòtuó
電廠	电厂	diànchǎng
校門	校门	xiàomén
複句	复句	fùjù
率	率	shuài
診所	诊所	zhěnsuǒ
準則	准则	zhǔnzé
畫展	画展	huàzhǎn
絕望	绝望	juéwàng
期刊	期刊	qíkān
裁判	裁判	cáipàn
婦人	妇人	fùrén
神祕	神祕	shénmì
荒謬	荒谬	huāngmiù
理會	理会	lǐhuì
院子	院子	yuànzi5
全身	全身	quánshēn
罷工	罢工	bàgōng
仰賴	仰赖	yǎnglài
絕望	绝望	juéwàng
佈置	佈置	bùzhì
更改	更改	gēnggǎi
佈置	佈置	bùzhì
幼蟲	幼虫	yòuchóng
瓦解	瓦解	wǎjiě
入境	入境	rùjìng
古董	古董	gǔdǒng
蘇	苏	sū
嚴厲	严厉	yánlì
識	识	shì
禪師	禅师	chánshī
蔡	蔡	cài
闢	闢	pì
差點	差点	chādiǎn
健保	健保	jiànbǎo
美化	美化	měihuà
表格	表格	biǎogé
穿著	穿着	chuānzhuó
建檔	建档	jiàndǎng
思維	思维	sīwéi
系主任	系主任	xìzhǔrèn
抗拒	抗拒	kàngjù
身長	身长	shēncháng
抗拒	抗拒	kàngjù
低頭	低头	dītóu
往事	往事	wǎngshì
毀	毁	huǐ
惡	恶	è
華裔	华裔	huáyì
窗戶	窗户	chuānghù
隕石	陨石	yǔnshí
週刊	週刊	zhōukān
德	德	dé
無可	无可	wúkě
陽明山	阳明山	yángmíngshān
發表會	发表会	fābiǎohuì
高峰	高峰	gāofēng
歌劇	歌剧	gējù
莊嚴	庄严	zhuāngyán
祝福	祝福	zhùfú
酒精	酒精	jiǔjīng
毫無	毫无	háowú
出入	出入	chūrù
布條	布条	bùtiáo
本土化	本土化	běntǔhuà
史料	史料	shǐliào
失誤	失误	shīwù
再生	再生	zàishēng
中外	中外	zhōngwài
預約	预约	yūyuē
文人	文人	wénrén
總務處	总务处	zǒngwùchù
出入	出入	chūrù
天性	天性	tiānxìng
拓寬	拓宽	tuòkuān
巧	巧	qiǎo
務必	务必	wùbì
預約	预约	yūyuē
蔣	蒋	jiǎng
反射	反射	fǎnshè
示威	示威	shìwēi
返國	返国	fǎnguó
角逐	角逐	jiǎozhú
休假	休假	xiūjià
放進	放进	fàngjìn
好意思	好意思	hǎoyìsī
休假	休假	xiūjià
要件	要件	yàojiàn
成群	成群	chéngqún
建材	建材	jiàncái
示威	示威	shìwēi
地獄	地狱	dìyū
光榮	光荣	guāngróng
協辦	协办	xiébàn
協調會	协调会	xiétiáohuì
目的地	目的地	mùdìdì
別墅	别墅	biéshù
迫使	迫使	pòshǐ
徘徊	徘徊	páihuái
啟示	启示	qǐshì
莊嚴	庄严	zhuāngyán
降	降	jiàng
贈送	赠送	zèngsòng
面談	面谈	miàntán
角逐	角逐	jiǎozhú
便於	便于	biànyū
傢伙	傢伙	jiāhuǒ
返國	返国	fǎnguó
家用	家用	jiāyòng
風暴	风暴	fēngbào
秒鐘	秒钟	miǎozhōng
柏林	柏林	bólín
英國人	英国人	yīngguórén
面談	面谈	miàntán
拓寬	拓宽	tuòkuān
嚴謹	严谨	yánjǐn
還	还	huán
再生	再生	zàishēng
朝向	朝向	cháoxiàng
震驚	震惊	zhènjīng
繁忙	繁忙	fánmáng
歌謠	歌谣	gēyáo
預測	预测	yūcè
震驚	震惊	zhènjīng
電視機	电视机	diànshìjī
標榜	标榜	biāobǎng
澄清	澄清	chéngqīng
繁忙	繁忙	fánmáng
工作者	工作者	gōngzuòzhě
嫁	嫁	jià
虛無	虚无	xūwú
評核	评核	pínghé
解嚴	解严	jiěyán
路徑	路径	lùjìng
遊樂區	遊乐区	yóulèqū
澄清	澄清	chéngqīng
心血	心血	xīnxiě
關節	关节	guānjié
邁入	迈入	màirù
讚美	讚美	zànměi
關	关	guān
賽程	赛程	sàichéng
支配	支配	zhīpèi
小提琴	小提琴	xiǎotíqín
誤解	误解	wùjiě
人民日報	人民日报	rénmínrìbào
台語	台语	táiyǔ
不定	不定	búdìng
山坡	山坡	shānpō
不等	不等	bùděng
大雨	大雨	dàyǔ
小鎮	小镇	xiǎozhèn
上來	上来	shànglái
引擎	引擎	yǐnqíng
解嚴	解严	jiěyán
木材	木材	mùcái
芝加哥	芝加哥	zhījiāgē
易於	易于	yìyū
後代	后代	hòudài
拚命	拚命	pànmìng
祈禱	祈祷	qídǎo
板橋	板桥	bǎn
拜拜	拜拜	bàibài
祈禱	祈祷	qídǎo
殿堂	殿堂	diàntáng
相傳	相传	xiāngchuán
偵訊	侦讯	zhēnxùn
汙染	汙染	wūrǎn
更何況	更何况	gènghékuàng
好	好	hǎo
助	助	zhù
取材	取材	qǔcái
抽出	抽出	chōuchū
重疊	重叠	chóngdié
長久以來	长久以来	chángjiǔyǐlái
骨頭	骨头	gǔtóu
感想	感想	gǎnxiǎng
索取	索取	suǒqǔ
起初	起初	qǐchū
神聖	神圣	shénshèng
探	探	tàn
配	配	pèi
莫大	莫大	mòdà
美元	美元	měiyuán
參展	参展	cānzhǎn
前衛	前卫	qiánwèi
淚	泪	lèi
都會	都会	dūhuì
閃	闪	shǎn
參展	参展	cānzhǎn
強勁	强劲	qiángjìn
清醒	清醒	qīngxǐng
拿去	拿去	náqù
華僑	华侨	huá
消基會	消基会	xiāojīhuì
活躍	活跃	huóyuè
規範	规范	guīfàn
衍生	衍生	yǎnshēng
東北	东北	dōngběi
房價	房价	fángjià
